GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0045429,positive regulation of nitric oxide biosynthetic process,P56965(Evidence code:IEA/Database source:InterPro:IPR033197),DDAH1,BP,1,1 of 10,0.58,10,0.05736,0.08576
GO:0035264,multicellular organism growth,E1BKK9(Evidence code:IEA/Database source:UniProtKB:Q8VHC3|ens),SELENOM,BP,1,1 of 10,0.58,10,0.05736,0.08576
GO:0007628,adult walking behavior,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 10,0.58,10,0.05736,0.08576
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,A5PJN2(Evidence code:ISS/Database source:UniProtKB:Q8R180),ERO1A ,BP,1,1 of 10,0.58,10,0.05736,0.08576
GO:0036126,sperm flagellum,P00570(Evidence code:IEA/Database source:UniProtKB:Q9R0Y5|ens),AK1,CC,1,1 of 10,0.58,10,0.05736,0.08576
GO:0045669,positive regulation of osteoblast differentiation,F1MS76(Evidence code:IEA/Database source:UniProtKB:Q8C341|ens),SUCO,BP,1,1 of 10,0.58,10,0.05736,0.08576
GO:0001772,immunological synapse,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,CC,1,1 of 10,0.58,10,0.05736,0.08576
GO:0045109,intermediate filament organization,A6QQQ9(Evidence code:ISS/Database source:UniProtKB:Q9D312),KRT20,BP,1,1 of 10,0.58,10,0.05736,0.08576
GO:0034976,response to endoplasmic reticulum stress,A5PJN2(Evidence code:ISS/Database source:UniProtKB:Q8R180)Q3SWW8(Evidence code:ISS/Database source:UniProtKB:Q9Z1T2), ERO1A  THBS4,BP,2,2 of 70,1.16,2.86,0.05749,0.08583
GO:0031410,cytoplasmic vesicle,A5PKI3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0968)E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens)P25975(Evidence code:IEA/Database source:UniProtKB:P06797|ens)F1ML49(Evidence code:IEA/Database source:UniProtKB:Q8IZA0|ens)P80929(Evidence code:IEA/Database source:UniProtKB-KW:KW-0968), FAM3C SORT1 CTSL KIAA0319L ANG2,CC,5,5 of 379,2.89,1.32,0.05852,0.08722
GO:0043209,myelin sheath,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens)E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens), NEFH CNTN2,CC,2,2 of 71,1.16,2.82,0.05891,0.08751
GO:0045121,membrane raft,F1MS00(Evidence code:IEA/Database source:UniRule:UR000380777)P45478(Evidence code:ISS/Database source:UniProtKB:P50897), RET PPT1,CC,2,2 of 71,1.16,2.82,0.05891,0.08751
GO:0071949,FAD binding,E1BBX5(Evidence code:IEA/Database source:InterPro:IPR016166),AOX2,MF,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0019915,lipid storage,E1BI28(Evidence code:IEA/Database source:UniProtKB:Q60648|ens),GM2A,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0045599,negative regulation of fat cell differentiation,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q6PHU5|ens),SORT1,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0048814,regulation of dendrite morphogenesis,A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens),SEMA4D,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0009395,phospholipid catabolic process,A1A4K5(Evidence code:ISS/Database source:UniProtKB:Q13822),ENPP2,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0071320,cellular response to cAMP,Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens),IGFBP5,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0048038,quinone binding,Q9TTK6(Evidence code:IEA/Database source:InterPro:IPR000269|I),AOC3,MF,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,A5D7C8(Evidence code:IEA/Database source:UniProtKB:O09126|ens),SEMA4D,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0050852,T cell receptor signaling pathway,Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens),TNFRSF21,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0005771,multivesicular body,P01131(Evidence code:IDA/Database source:),LDLR,CC,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0071560,cellular response to transforming growth factor beta stimulus,E1BIR5(Evidence code:IEA/Database source:UniProtKB:O75339|ens),CILP,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0051209,release of sequestered calcium ion into cytosol,A5PJN2(Evidence code:ISS/Database source:UniProtKB:Q8R180),ERO1A ,BP,1,1 of 11,0.58,9.09,0.06241,0.09096
GO:0005856,cytoskeleton,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P12036|ens)Q0VC68(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)Q27965(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206), NEFH SEPT5 HSPA1B,CC,3,3 of 165,1.73,1.82,0.06282,0.09142
GO:0098797,plasma membrane protein complex,F1MNL4(Evidence code:IEA/Database source:UniProtKB:Q92859|ens)F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens), NEO1 RET,CC,2,2 of 76,1.16,2.63,0.06615,0.09611
GO:0006493,protein O-linked glycosylation,Q07537(Evidence code:IEA/Database source:UniProtKB:O08912|ens),GALNT1,BP,1,1 of 12,0.58,8.33,0.06743,0.09691
GO:0006779,porphyrin-containing compound biosynthetic process,Q58DK5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0627),ALAD,BP,1,1 of 12,0.58,8.33,0.06743,0.09691
GO:0010596,negative regulation of endothelial cell migration,P21793(Evidence code:IEA/Database source:UniProtKB:P07585|ens),DCN,BP,1,1 of 12,0.58,8.33,0.06743,0.09691
GO:0007613,memory,E1BEC6(Evidence code:IEA/Database source:UniProtKB:Q8VEC3|ens),ADGRF1,BP,1,1 of 12,0.58,8.33,0.06743,0.09691
GO:0016763,"transferase activity, transferring pentosyl groups",A5PJH9(Evidence code:IEA/Database source:InterPro:IPR018016),UPP1,MF,1,1 of 12,0.58,8.33,0.06743,0.09691
GO:0007029,endoplasmic reticulum organization,A5PKH0(Evidence code:IEA/Database source:UniProtKB:Q8NFQ8|ens),TOR1AIP2,BP,1,1 of 12,0.58,8.33,0.06743,0.09691
GO:0043525,positive regulation of neuron apoptotic process,F1N780(Evidence code:IEA/Database source:UniProtKB:Q61772|ens),EPHA7,BP,1,1 of 12,0.58,8.33,0.06743,0.09691
GO:0000226,microtubule cytoskeleton organization,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens)F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens), CNTN2 NEFH,BP,2,2 of 77,1.16,2.6,0.06763,0.09705
GO:1901799,negative regulation of proteasomal protein catabolic process,Q58DK5(Evidence code:IEA/Database source:UniProtKB:P13716|ens),ALAD,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0048662,negative regulation of smooth muscle cell proliferation,Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens),IGFBP5,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0007179,transforming growth factor beta receptor signaling pathway,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0031579,membrane raft organization,P45478(Evidence code:ISS/Database source:UniProtKB:P50897),PPT1,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0030199,collagen fibril organization,Q05443(Evidence code:IEA/Database source:InterPro:IPR027219),LUM,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0035690,cellular response to drug,E1BE60(Evidence code:IEA/Database source:UniProtKB:Q91VC7|ens),PPP1R14A,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0009791,post-embryonic development,A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens),SEMA3C,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0032781,positive regulation of ATPase activity,A5PKH0(Evidence code:IEA/Database source:UniProtKB:Q8NFQ8|ens),TOR1AIP2,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0009409,response to cold,G3X6G7(Evidence code:IEA/Database source:InterPro:IPR039224),METRNL,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0003073,regulation of systemic arterial blood pressure,P56965(Evidence code:IEA/Database source:UniProtKB:Q9CWS0|ens),DDAH1,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0034364,high-density lipoprotein particle,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens),LCAT,CC,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0048260,positive regulation of receptor-mediated endocytosis,P45478(Evidence code:ISS/Database source:UniProtKB:P50897),PPT1,BP,1,1 of 13,0.58,7.69,0.07242,0.102
GO:0045944,positive regulation of transcription by RNA polymerase II,Q0VC23(Evidence code:IEA/Database source:InterPro:IPR029801)Q05443(Evidence code:IEA/Database source:UniProtKB:P51885|ens)P21793(Evidence code:IEA/Database source:UniProtKB:P07585|ens), ATF6 LUM DCN,BP,3,3 of 177,1.73,1.69,0.07384,0.1039
GO:0007565,female pregnancy,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 14,0.58,7.14,0.07739,0.1079
GO:0008374,O-acyltransferase activity,Q2KIW4(Evidence code:IEA/Database source:InterPro:IPR003386),LCAT,MF,1,1 of 14,0.58,7.14,0.07739,0.1079
GO:0031594,neuromuscular junction,P00514(Evidence code:IEA/Database source:UniProtKB:Q9DBC7|ens),PRKAR1A,CC,1,1 of 14,0.58,7.14,0.07739,0.1079
GO:0060070,canonical Wnt signaling pathway,O19116(Evidence code:IBA/Database source:PANTHER:PTN000139394),SFRP1,BP,1,1 of 14,0.58,7.14,0.07739,0.1079
GO:0033014,tetrapyrrole biosynthetic process,Q58DK5(Evidence code:IEA/Database source:InterPro:IPR001731),ALAD,BP,1,1 of 14,0.58,7.14,0.07739,0.1079
GO:0009166,nucleotide catabolic process,A5PJH9(Evidence code:IEA/Database source:InterPro:IPR010059),UPP1,BP,1,1 of 14,0.58,7.14,0.07739,0.1079
GO:0005125,cytokine activity,P22444(Evidence code:IEA/Database source:UniProtKB-KW:KW-0202)A6QL48(Evidence code:IEA/Database source:UniProtKB-KW:KW-0202), BMP3 IL34,MF,2,2 of 84,1.16,2.38,0.0783,0.109
GO:0045104,intermediate filament cytoskeleton organization,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens),NEFH,BP,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0050806,positive regulation of synaptic transmission,F1MD95(Evidence code:IEA/Database source:UniProtKB:Q9EPL2|ens),CLSTN1,BP,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0001750,photoreceptor outer segment,F1MME1(Evidence code:IEA/Database source:UniProtKB:P35822|ens),PTPRK,CC,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,P22444(Evidence code:IBA/Database source:PANTHER:PTN000218063),BMP3,BP,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,A6QP36(Evidence code:IEA/Database source:UniProtKB:Q12907|ens),LMAN2,CC,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0004177,aminopeptidase activity,A6QPT7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0031),ERAP2,MF,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0071230,cellular response to amino acid stimulus,E1BI98(Evidence code:IEA/Database source:UniProtKB:Q04857|ens),COL6A1,BP,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0030165,PDZ domain binding,F1MW38(Evidence code:IEA/Database source:UniProtKB:Q9NZV1|ens),CRIM1,MF,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0005160,transforming growth factor beta receptor binding,P22444(Evidence code:IBA/Database source:PANTHER:PTN000218063),BMP3,MF,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0030509,BMP signaling pathway,P22444(Evidence code:IBA/Database source:PANTHER:PTN000218210),BMP3,BP,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0005604,basement membrane,Q3SWW8(Evidence code:IEA/Database source:UniProtKB:P35443|ens),THBS4,CC,1,1 of 15,0.58,6.67,0.08233,0.1127
GO:0008289,lipid binding,E1BF81(Evidence code:IEA/Database source:UniProtKB-KW:KW-0446)P17453(Evidence code:IEA/Database source:InterPro:IPR001124|I)Q0PH99(Evidence code:IEA/Database source:InterPro:IPR017942|I), SERPINA6 BPI BSP30C,MF,3,3 of 190,1.73,1.58,0.08667,0.1169
GO:0015914,phospholipid transport,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0007229,integrin-mediated signaling pathway,O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens),CTGF,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0046330,positive regulation of JNK cascade,O18739(Evidence code:IEA/Database source:UniProtKB:P29279|ens),CTGF,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0008076,voltage-gated potassium channel complex,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,CC,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0051537,"2 iron, 2 sulfur cluster binding",E1BBX5(Evidence code:IEA/Database source:InterPro:IPR006058),AOX2,MF,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0034103,regulation of tissue remodeling,Q3SWW8(Evidence code:ISS/Database source:UniProtKB:Q9Z1T2),THBS4,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0071897,DNA biosynthetic process,O18739(Evidence code:IEA/Database source:UniProtKB-KW:KW-0237),CTGF,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0004180,carboxypeptidase activity,Q17QK3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0121),CPQ,MF,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0033141,positive regulation of peptidyl-serine phosphorylation of STAT protein,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0009308,amine metabolic process,Q9TTK6(Evidence code:IEA/Database source:InterPro:IPR000269|I),AOC3,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0010508,positive regulation of autophagy,P21793(Evidence code:IEA/Database source:UniProtKB:P07585|ens),DCN,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0010633,negative regulation of epithelial cell migration,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0007612,learning,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0043621,protein self-association,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,MF,1,1 of 16,0.58,6.25,0.08724,0.1169
GO:0006644,phospholipid metabolic process,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens)A1A4K5(Evidence code:IEA/Database source:UniProtKB:Q9R1E6|ens), LCAT ENPP2,BP,2,2 of 91,1.16,2.2,0.08945,0.1197
GO:0002027,regulation of heart rate,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0051117,ATPase binding,A5PKH0(Evidence code:IEA/Database source:UniProtKB:Q8NFQ8|ens),TOR1AIP2,MF,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0090090,negative regulation of canonical Wnt signaling pathway,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0051084,de novo posttranslational protein folding,E1BPW0(Evidence code:ISS/Database source:UniProtKB:Q9WUZ9),ENTPD5,BP,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0006941,striated muscle contraction,Q9MYM4(Evidence code:IEA/Database source:UniProtKB:P70699|ens),GAA,BP,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0006890,"retrograde vesicle-mediated transport, Golgi to ER",A6QP36(Evidence code:IEA/Database source:UniProtKB:Q12907|ens),LMAN2,BP,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0005930,axoneme,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,CC,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0001938,positive regulation of endothelial cell proliferation,Q3SWW8(Evidence code:IEA/Database source:UniProtKB:P35443|ens),THBS4,BP,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0006986,response to unfolded protein,Q3SWW8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0834),THBS4,BP,1,1 of 17,0.58,5.88,0.09213,0.1217
GO:0010468,regulation of gene expression,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,BP,1,1 of 870,0.58,0.11,0.096,0.1266
GO:0019205,nucleobase-containing compound kinase activity,P00570(Evidence code:IEA/Database source:InterPro:IPR000850),AK1,MF,1,1 of 18,0.58,5.56,0.09699,0.1268
GO:0000187,activation of MAPK activity,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 18,0.58,5.56,0.09699,0.1268
GO:0031623,receptor internalization,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 18,0.58,5.56,0.09699,0.1268
GO:0007417,central nervous system development,Q0V8B6(Evidence code:IBA/Database source:PANTHER:PTN001022357),TPP1,BP,1,1 of 18,0.58,5.56,0.09699,0.1268
GO:0030136,clathrin-coated vesicle,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,CC,1,1 of 18,0.58,5.56,0.09699,0.1268
GO:0050661,NADP binding,E1BKZ1(Evidence code:IEA/Database source:InterPro:IPR006322),GSR,MF,1,1 of 18,0.58,5.56,0.09699,0.1268
GO:0005901,caveola,P01131(Evidence code:IDA/Database source:),LDLR,CC,1,1 of 19,0.58,5.26,0.1018,0.1324
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,A6QPW7(Evidence code:IBA/Database source:PANTHER:PTN000559028),TNFRSF6B,BP,1,1 of 19,0.58,5.26,0.1018,0.1324
GO:0050770,regulation of axonogenesis,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 19,0.58,5.26,0.1018,0.1324
GO:0048771,tissue remodeling,Q3SWW8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0797),THBS4,BP,1,1 of 19,0.58,5.26,0.1018,0.1324
GO:0005634,nucleus,P46446(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P45478(Evidence code:ISS/Database source:UniProtKB:P50897)P80929(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q9GLE5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q0VC23(Evidence code:IEA/Database source:InterPro:IPR029801)O62829(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)A7MBC0(Evidence code:IBA/Database source:PANTHER:PTN000874110)P25975(Evidence code:IEA/Database source:UniProtKB:P06797|ens)Q0VD27(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q9MYY0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q28161(Evidence code:IEA/Database source:InterPro:IPR028432), ASPA PPT1 ANG2 MMP2 ATF6 PPM1A AMDHD2 CTSL ENOPH1 HPSE PKP1,CC,11,11 of 1172,6.36,0.94,0.1022,0.1327
GO:0001934,positive regulation of protein phosphorylation,A6QL48(Evidence code:IEA/Database source:InterPro:IPR020415)A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens)F1N780(Evidence code:IEA/Database source:UniProtKB:Q61772|ens), IL34 SEMA4D EPHA7,BP,3,3 of 205,1.73,1.46,0.1025,0.1329
GO:0010977,negative regulation of neuron projection development,F1MEW1(Evidence code:IEA/Database source:UniProtKB:Q14563|ens),SEMA3A,BP,1,1 of 20,0.58,5,0.1066,0.1367
GO:0008037,cell recognition,Q2TBL2(Evidence code:IEA/Database source:UniProtKB:Q9BY67|ens),CADM1,BP,1,1 of 20,0.58,5,0.1066,0.1367
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",P46446(Evidence code:IEA/Database source:InterPro:IPR016708),ASPA,MF,1,1 of 20,0.58,5,0.1066,0.1367
GO:0030177,positive regulation of Wnt signaling pathway,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8IWU5|ens),SULF2,BP,1,1 of 20,0.58,5,0.1066,0.1367
GO:0060395,SMAD protein signal transduction,P22444(Evidence code:IBA/Database source:PANTHER:PTN000218063),BMP3,BP,1,1 of 20,0.58,5,0.1066,0.1367
GO:0010906,regulation of glucose metabolic process,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 20,0.58,5,0.1066,0.1367
GO:0005811,lipid droplet,F1ME65(Evidence code:IEA/Database source:UniProtKB:Q07065|ens),CKAP4,CC,1,1 of 20,0.58,5,0.1066,0.1367
GO:0006749,glutathione metabolic process,E1BKZ1(Evidence code:IEA/Database source:InterPro:IPR006322),GSR,BP,1,1 of 20,0.58,5,0.1066,0.1367
GO:0002376,immune system process,Q5EA85(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)A6QL48(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)A6QPT7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)Q95M17(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391), SEMA4A IL34 ERAP2 CHIA,BP,4,4 of 334,2.31,1.2,0.1109,0.1405
GO:0010008,endosome membrane,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens)Q28193(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), RET FURIN,CC,2,2 of 104,1.16,1.92,0.1113,0.1405
GO:0006165,nucleoside diphosphate phosphorylation,P00570(Evidence code:ISS/Database source:UniProtKB:P00568),AK1,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0099003,vesicle-mediated transport in synapse,F1MD95(Evidence code:IEA/Database source:UniProtKB:Q9EPL2|ens),CLSTN1,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0050715,positive regulation of cytokine secretion,Q2TBL2(Evidence code:IEA/Database source:UniProtKB:Q9BY67|ens),CADM1,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0001816,cytokine production,P49259(Evidence code:ISS/Database source:UniProtKB:Q13018),PLA2R1,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0002244,hematopoietic progenitor cell differentiation,P50291(Evidence code:IEA/Database source:UniProtKB:P19883|ens),FST,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0034614,cellular response to reactive oxygen species,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0003014,renal system process,Q95M12(Evidence code:ISS/Database source:UniProtKB:O89017),LGMN,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0009611,response to wounding,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0055072,iron ion homeostasis,F1MNL4(Evidence code:IEA/Database source:InterPro:IPR033024),NEO1,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0010976,positive regulation of neuron projection development,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 21,0.58,4.76,0.1114,0.1405
GO:0019901,protein kinase binding,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens)F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P12036|ens), PTPRK NEFH,MF,2,2 of 106,1.16,1.89,0.1147,0.1445
GO:0006487,protein N-linked glycosylation,E1BPW0(Evidence code:ISS/Database source:UniProtKB:Q9WUZ9),ENTPD5,BP,1,1 of 22,0.58,4.55,0.1162,0.1451
GO:0034644,cellular response to UV,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,BP,1,1 of 22,0.58,4.55,0.1162,0.1451
GO:0032580,Golgi cisterna membrane,Q07537(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),GALNT1,CC,1,1 of 22,0.58,4.55,0.1162,0.1451
GO:0071356,cellular response to tumor necrosis factor,Q08DN1(Evidence code:IEA/Database source:UniProtKB:O75509|ens),TNFRSF21,BP,1,1 of 22,0.58,4.55,0.1162,0.1451
GO:0030426,growth cone,F1MCA2(Evidence code:IEA/Database source:UniProtKB:Q91XX8|ens),PCDHGB1,CC,1,1 of 22,0.58,4.55,0.1162,0.1451
GO:0005977,glycogen metabolic process,Q9MYM4(Evidence code:IEA/Database source:UniProtKB:P70699|ens),GAA,BP,1,1 of 22,0.58,4.55,0.1162,0.1451
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",E1BBX5(Evidence code:IBA/Database source:PANTHER:PTN000225632),AOX2,MF,1,1 of 23,0.58,4.35,0.1209,0.1506
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,E1BPW0(Evidence code:ISS/Database source:UniProtKB:Q9WUZ9),ENTPD5,BP,1,1 of 23,0.58,4.35,0.1209,0.1506
GO:0042147,"retrograde transport, endosome to Golgi",Q1ZYR0(Evidence code:ISS/Database source:UniProtKB:O75503),CLN5,BP,1,1 of 24,0.58,4.17,0.1256,0.1559
GO:0044853,plasma membrane raft,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,CC,1,1 of 24,0.58,4.17,0.1256,0.1559
GO:0070555,response to interleukin-1,F1ML75(Evidence code:IEA/Database source:UniProtKB:P14778|ens),IL1R1,BP,1,1 of 24,0.58,4.17,0.1256,0.1559
GO:0032868,response to insulin,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q6PHU5|ens),SORT1,BP,1,1 of 25,0.58,4,0.1303,0.161
GO:0050729,positive regulation of inflammatory response,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 25,0.58,4,0.1303,0.161
GO:0004222,metalloendopeptidase activity,Q9GLE5(Evidence code:IEA/Database source:InterPro:IPR001818|I),MMP2,MF,1,1 of 25,0.58,4,0.1303,0.161
GO:0000122,negative regulation of transcription by RNA polymerase II,A5D7C8(Evidence code:IEA/Database source:UniProtKB:O09126|ens)P50291(Evidence code:IEA/Database source:UniProtKB:P19883|ens), SEMA4D FST,BP,2,2 of 115,1.16,1.74,0.1307,0.1613
GO:0005730,nucleolus,P80929(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)O62830(Evidence code:IEA/Database source:UniProtKB:O75688|ens)P25975(Evidence code:IEA/Database source:UniProtKB:P06797|ens), ANG2 PPM1B CTSL,CC,3,3 of 232,1.73,1.29,0.1337,0.1648
GO:0009408,response to heat,Q9XSC6(Evidence code:ISS/Database source:UniProtKB:P00565),CKM,BP,1,1 of 26,0.58,3.85,0.1349,0.1655
