GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0001650,fibrillar center,P68401(Evidence code:IEA/Database source:UniProtKB:P68402|ens),PAFAH1B2,CC,1,1 of 21,1.92,4.76,0.03542,0.0533
GO:0006081,cellular aldehyde metabolic process,Q1JPA0(Evidence code:IEA/Database source:InterPro:IPR012394),ALDH3B1,BP,1,1 of 21,1.92,4.76,0.03542,0.0533
GO:0051897,positive regulation of protein kinase B signaling,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 21,1.92,4.76,0.03542,0.0533
GO:0032874,positive regulation of stress-activated MAPK cascade,Q5E9M1(Evidence code:IEA/Database source:UniProtKB:O75915|ens),ARL6IP5,BP,1,1 of 21,1.92,4.76,0.03542,0.0533
GO:1901800,positive regulation of proteasomal protein catabolic process,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6),DDRGK1,BP,1,1 of 21,1.92,4.76,0.03542,0.0533
GO:0055085,transmembrane transport,A0JND8(Evidence code:IEA/Database source:InterPro:IPR011527)B8Y6C2(Evidence code:IEA/Database source:InterPro:IPR000109), ABCC4 SLC15A2,BP,2,2 of 183,3.85,1.09,0.03795,0.05683
GO:0007030,Golgi organization,Q3T133(Evidence code:ISS/Database source:UniProtKB:Q9BVK6),TMED9,BP,1,1 of 23,1.92,4.35,0.03858,0.05751
GO:0006099,tricarboxylic acid cycle,P31039(Evidence code:IEA/Database source:InterPro:IPR011281),SDHA,BP,1,1 of 24,1.92,4.17,0.04015,0.05931
GO:0030117,membrane coat,Q0V888(Evidence code:IEA/Database source:InterPro:IPR002553),COPG,CC,1,1 of 24,1.92,4.17,0.04015,0.05931
GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,Q5E9M1(Evidence code:IEA/Database source:UniProtKB:O75915|ens),ARL6IP5,BP,1,1 of 25,1.92,4,0.04172,0.06079
GO:0006754,ATP biosynthetic process,Q28851(Evidence code:IEA/Database source:UniProtKB-KW:KW-0066),ATP5J2,BP,1,1 of 25,1.92,4,0.04172,0.06079
GO:0004222,metalloendopeptidase activity,P31800(Evidence code:IBA/Database source:PANTHER:PTN000220169),UQCRC1,MF,1,1 of 25,1.92,4,0.04172,0.06079
GO:0016830,carbon-carbon lyase activity,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,MF,1,1 of 27,1.92,3.7,0.04486,0.06477
GO:0051781,positive regulation of cell division,P00432(Evidence code:IEA/Database source:UniProtKB-KW:KW-0497),CAT,BP,1,1 of 27,1.92,3.7,0.04486,0.06477
GO:0005635,nuclear envelope,Q5E9X4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),LRRC59,CC,1,1 of 28,1.92,3.57,0.04642,0.06614
GO:0007420,brain development,P68401(Evidence code:IBA/Database source:PANTHER:PTN000220758),PAFAH1B2,BP,1,1 of 28,1.92,3.57,0.04642,0.06614
GO:0005254,chloride channel activity,A0JND8(Evidence code:IEA/Database source:InterPro:IPR009147),ABCC4,MF,1,1 of 28,1.92,3.57,0.04642,0.06614
GO:0051213,dioxygenase activity,Q6SYC4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0223),ALOX12,MF,1,1 of 30,1.92,3.33,0.04954,0.06997
GO:0045454,cell redox homeostasis,Q3T0L2(Evidence code:IEA/Database source:InterPro:IPR013766),ERP44,BP,1,1 of 30,1.92,3.33,0.04954,0.06997
GO:0008021,synaptic vesicle,A8PVV5(Evidence code:IEA/Database source:InterPro:IPR001285),SYPL1,CC,1,1 of 31,1.92,3.23,0.0511,0.07123
GO:0051289,protein homotetramerization,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 31,1.92,3.23,0.0511,0.07123
GO:0000027,ribosomal large subunit assembly,Q58DQ3(Evidence code:IBA/Database source:PANTHER:PTN000076315),RPL6,BP,1,1 of 31,1.92,3.23,0.0511,0.07123
GO:0006888,ER to Golgi vesicle-mediated transport,Q8MJ82(Evidence code:IEA/Database source:InterPro:IPR033085),lman1,BP,1,1 of 32,1.92,3.12,0.05265,0.07276
GO:0022627,cytosolic small ribosomal subunit,Q56JX8(Evidence code:IBA/Database source:PANTHER:PTN000223267),RPS13,CC,1,1 of 32,1.92,3.12,0.05265,0.07276
GO:0003714,transcription corepressor activity,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,MF,1,1 of 33,1.92,3.03,0.0542,0.07427
GO:0008203,cholesterol metabolic process,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,BP,1,1 of 33,1.92,3.03,0.0542,0.07427
GO:0042626,"ATPase activity, coupled to transmembrane movement of substances",A0JND8(Evidence code:IEA/Database source:InterPro:IPR011527),ABCC4,MF,1,1 of 35,1.92,2.86,0.05729,0.07817
GO:0030176,integral component of endoplasmic reticulum membrane,Q5EA68(Evidence code:ISS/Database source:UniProtKB:P38377),SEC61A1,CC,1,1 of 36,1.92,2.78,0.05884,0.07927
GO:0000302,response to reactive oxygen species,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 36,1.92,2.78,0.05884,0.07927
GO:0005777,peroxisome,P00432(Evidence code:IEA/Database source:UniProtKB-KW:KW-0576),CAT,CC,1,1 of 36,1.92,2.78,0.05884,0.07927
GO:0016209,antioxidant activity,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,MF,1,1 of 37,1.92,2.7,0.06038,0.08101
GO:0034599,cellular response to oxidative stress,Q1JPA0(Evidence code:IEA/Database source:UniProtKB:P43353|ens),ALDH3B1,BP,1,1 of 39,1.92,2.56,0.06345,0.08443
GO:0030198,extracellular matrix organization,A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens),LOC789567,BP,1,1 of 39,1.92,2.56,0.06345,0.08443
GO:0051028,mRNA transport,Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0509),DDX39B,BP,1,1 of 40,1.92,2.5,0.06498,0.08611
GO:0004386,helicase activity,Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0347),DDX39B,MF,1,1 of 41,1.92,2.44,0.06651,0.08742
GO:0060326,cell chemotaxis,P35541(Evidence code:IBA/Database source:PANTHER:PTN000603423),SAA1,BP,1,1 of 41,1.92,2.44,0.06651,0.08742
GO:0051262,protein tetramerization,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 43,1.92,2.33,0.06957,0.09069
GO:0000398,"mRNA splicing, via spliceosome",Q3T147(Evidence code:ISS/Database source:UniProtKB:Q13838),DDX39B,BP,1,1 of 43,1.92,2.33,0.06957,0.09069
GO:0006633,fatty acid biosynthetic process,P52505(Evidence code:IEA/Database source:InterPro:IPR003231),NDUFAB1,BP,1,1 of 44,1.92,2.27,0.07109,0.09193
GO:0016485,protein processing,P31800(Evidence code:IBA/Database source:PANTHER:PTN000220169),UQCRC1,BP,1,1 of 44,1.92,2.27,0.07109,0.09193
GO:0045271,respiratory chain complex I,P23935(Evidence code:IEA/Database source:UniProtKB:Q9CPP6|ens),NDUFA5,CC,1,1 of 46,1.92,2.17,0.07413,0.09547
GO:0008654,phospholipid biosynthetic process,Q5GJ77(Evidence code:IEA/Database source:InterPro:IPR028354),GPAM,BP,1,1 of 48,1.92,2.08,0.07715,0.09898
GO:0020037,heme binding,P00432(Evidence code:IEA/Database source:InterPro:IPR002226|I),CAT,MF,1,1 of 49,1.92,2.04,0.07866,0.1005
GO:0005741,mitochondrial outer membrane,Q5GJ77(Evidence code:IEA/Database source:UniProtKB-KW:KW-1000),GPAM,CC,1,1 of 50,1.92,2,0.08017,0.102
GO:0016651,"oxidoreductase activity, acting on NAD(P)H",P23935(Evidence code:IEA/Database source:InterPro:IPR006806),NDUFA5,MF,1,1 of 51,1.92,1.96,0.08167,0.1035
GO:0002250,adaptive immune response,Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-1064),C1QBP,BP,1,1 of 52,1.92,1.92,0.08318,0.105
GO:0022904,respiratory electron transport chain,P23935(Evidence code:IEA/Database source:InterPro:IPR006806),NDUFA5,BP,1,1 of 56,1.92,1.79,0.08916,0.1121
GO:0005506,iron ion binding,Q6SYC4(Evidence code:IEA/Database source:InterPro:IPR001885),ALOX12,MF,1,1 of 57,1.92,1.75,0.09065,0.1136
GO:0005654,nucleoplasm,Q3SZI8(Evidence code:IEA/Database source:UniProtKB:A0A0A0MT83)P13619(Evidence code:IEA/Database source:UniProtKB:P24539|ens), IVD ATP5F1,CC,2,2 of 315,3.85,0.63,0.09674,0.1207
GO:0003729,mRNA binding,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:O35658),C1QBP,MF,1,1 of 62,1.92,1.61,0.09806,0.1219
GO:0003713,transcription coactivator activity,Q2TBP7(Evidence code:IEA/Database source:InterPro:IPR026060),MYCBP,MF,1,1 of 65,1.92,1.54,0.1025,0.1269
GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",Q29RZ0(Evidence code:IEA/Database source:InterPro:IPR002155|I),ACAT1,MF,1,1 of 66,1.92,1.52,0.1039,0.1278
GO:0006486,protein glycosylation,Q2KID7(Evidence code:IEA/Database source:UniPathway:UPA00378),OSTC,BP,1,1 of 66,1.92,1.52,0.1039,0.1278
GO:0008236,serine-type peptidase activity,Q2KI36(Evidence code:IEA/Database source:InterPro:IPR019756|I),SEC11C,MF,1,1 of 67,1.92,1.49,0.1054,0.1291
GO:0002376,immune system process,Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)O78186(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391), C1QBP Man8,BP,2,2 of 334,3.85,0.6,0.1065,0.1299
GO:0016757,"transferase activity, transferring glycosyl groups",Q0V888(Evidence code:IEA/Database source:InterPro:IPR003378),COPG,MF,1,1 of 69,1.92,1.45,0.1083,0.1316
GO:0007283,spermatogenesis,P68401(Evidence code:IEA/Database source:UniProtKB:Q61206|ens),PAFAH1B2,BP,1,1 of 72,1.92,1.39,0.1127,0.1364
GO:0005681,spliceosomal complex,Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0747),DDX39B,CC,1,1 of 76,1.92,1.32,0.1185,0.1429
GO:0045785,positive regulation of cell adhesion,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 77,1.92,1.3,0.1199,0.1441
GO:0006414,translational elongation,Q5E983(Evidence code:IEA/Database source:InterPro:IPR001326|I),EEF1B,BP,1,1 of 83,1.92,1.2,0.1285,0.1538
GO:0016042,lipid catabolic process,P68401(Evidence code:IEA/Database source:UniProtKB-KW:KW-0442),PAFAH1B2,BP,1,1 of 84,1.92,1.19,0.1299,0.155
GO:0042802,identical protein binding,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens)Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens), CAT DDX39B,MF,2,2 of 379,3.85,0.53,0.1306,0.1552
GO:0044389,ubiquitin-like protein ligase binding,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6),DDRGK1,MF,1,1 of 85,1.92,1.18,0.1314,0.1555
GO:0005634,nucleus,Q5E9X4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q2TBP7(Evidence code:ISS/Database source:UniProtKB:Q99417), LRRC59 C1QBP DDX39B MYCBP,CC,4,4 of 1172,7.69,0.34,0.1331,0.1558
GO:0006979,response to oxidative stress,P00432(Evidence code:IEA/Database source:InterPro:IPR018028|I),CAT,BP,1,1 of 86,1.92,1.16,0.1328,0.1558
GO:0006631,fatty acid metabolic process,P52505(Evidence code:IEA/Database source:UniProtKB-KW:KW-0276),NDUFAB1,BP,1,1 of 86,1.92,1.16,0.1328,0.1558
GO:0015934,large ribosomal subunit,Q5E9E6(Evidence code:IEA/Database source:InterPro:IPR002143),RPL10A,CC,1,1 of 92,1.92,1.09,0.1413,0.1648
GO:0005524,ATP binding,Q3T147(Evidence code:IEA/Database source:InterPro:IPR011545)A0JND8(Evidence code:IEA/Database source:InterPro:IPR003439|I), DDX39B ABCC4,MF,2,2 of 403,3.85,0.5,0.1439,0.1672
GO:0006457,protein folding,Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens),ERP44,BP,1,1 of 97,1.92,1.03,0.1483,0.1717
GO:0008134,transcription factor binding,Q3T0B6(Evidence code:IEA/Database source:UniProtKB:Q07021|ens),C1QBP,MF,1,1 of 98,1.92,1.02,0.1496,0.1727
GO:0016607,nuclear speck,Q3T147(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),DDX39B,CC,1,1 of 103,1.92,0.97,0.1566,0.18
GO:0016787,hydrolase activity,Q2KI36(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P68401(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378), SEC11C PAFAH1B2 DDX39B,MF,3,3 of 836,5.77,0.36,0.1622,0.1852
GO:0006351,"transcription, DNA-templated",Q2TBP7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0804)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0804), MYCBP C1QBP,BP,2,2 of 435,3.85,0.46,0.162,0.1852
GO:0000122,negative regulation of transcription by RNA polymerase II,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 115,1.92,0.87,0.1729,0.1968
GO:0008283,cell proliferation,P55906(Evidence code:IEA/Database source:InterPro:IPR032954),TGFBI,BP,1,1 of 124,1.92,0.81,0.185,0.2098
GO:0045087,innate immune response,Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0399),C1QBP,BP,1,1 of 131,1.92,0.76,0.1943,0.2195
GO:0031012,extracellular matrix,A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens),LOC789567,CC,1,1 of 137,1.92,0.73,0.2021,0.2276
GO:0010638,positive regulation of organelle organization,Q3T133(Evidence code:ISS/Database source:UniProtKB:Q9BVK6),TMED9,BP,1,1 of 144,1.92,0.69,0.2112,0.237
GO:0007275,multicellular organism development,Q5EA68(Evidence code:IEA/Database source:UniProtKB-KW:KW-0217),SEC61A1,BP,1,1 of 145,1.92,0.69,0.2125,0.2376
GO:0006915,apoptotic process,Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053),C1QBP,BP,1,1 of 151,1.92,0.66,0.2202,0.2453
GO:0005856,cytoskeleton,Q5E9M1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206),ARL6IP5,CC,1,1 of 165,1.92,0.61,0.2378,0.2631
GO:0005525,GTP binding,F1MDS3(Evidence code:IEA/Database source:InterPro:IPR008209),PCK2,MF,1,1 of 165,1.92,0.61,0.2378,0.2631
GO:0007155,cell adhesion,P55906(Evidence code:IEA/Database source:InterPro:IPR032954),TGFBI,BP,1,1 of 171,1.92,0.58,0.2452,0.2704
GO:0043066,negative regulation of apoptotic process,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 186,1.92,0.54,0.2634,0.2895
GO:0006974,cellular response to DNA damage stimulus,Q3T147(Evidence code:IBA/Database source:PANTHER:PTN000620148),DDX39B,BP,1,1 of 188,1.92,0.53,0.2658,0.2912
GO:0006886,intracellular protein transport,Q0V888(Evidence code:IEA/Database source:InterPro:IPR002553),COPG,BP,1,1 of 196,1.92,0.51,0.2754,0.3006
GO:0016740,transferase activity,Q5GJ77(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q29RZ0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808), GPAM ACAT1,MF,2,2 of 633,3.85,0.32,0.279,0.3035
GO:0038023,signaling receptor activity,Q6QUN5(Evidence code:IEA/Database source:InterPro:IPR039141),TREM1,MF,1,1 of 204,1.92,0.49,0.2847,0.3087
GO:0008233,peptidase activity,Q2KI36(Evidence code:IEA/Database source:InterPro:IPR001733),SEC11C,MF,1,1 of 205,1.92,0.49,0.2859,0.3089
GO:0008270,zinc ion binding,P31800(Evidence code:IBA/Database source:PANTHER:PTN000220169),UQCRC1,MF,1,1 of 207,1.92,0.48,0.2882,0.3104
GO:0042803,protein homodimerization activity,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,MF,1,1 of 210,1.92,0.48,0.2917,0.3131
GO:0006355,"regulation of transcription, DNA-templated",Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0805)Q2TBP7(Evidence code:IEA/Database source:InterPro:IPR026060), C1QBP MYCBP,BP,2,2 of 662,3.85,0.3,0.2963,0.3159
GO:0006955,immune response,O78186(Evidence code:IEA/Database source:InterPro:IPR010579),Man8,BP,1,1 of 214,1.92,0.47,0.2963,0.3159
GO:0006508,proteolysis,Q2KI36(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645),SEC11C,BP,1,1 of 230,1.92,0.43,0.3144,0.3341
GO:0044255,cellular lipid metabolic process,Q5GJ77(Evidence code:IEA/Database source:InterPro:IPR022284),GPAM,BP,1,1 of 247,1.92,0.4,0.3331,0.3528
GO:1903508,positive regulation of nucleic acid-templated transcription,Q2TBP7(Evidence code:IEA/Database source:GO:0003713),MYCBP,BP,1,1 of 255,1.92,0.39,0.3417,0.3608
GO:0016192,vesicle-mediated transport,Q0V888(Evidence code:IEA/Database source:InterPro:IPR002553),COPG,BP,1,1 of 277,1.92,0.36,0.3649,0.384
GO:0031966,mitochondrial membrane,P52505(Evidence code:IDA/Database source:),NDUFAB1,CC,1,1 of 289,1.92,0.35,0.3771,0.3956
GO:0022857,transmembrane transporter activity,B8Y6C2(Evidence code:IEA/Database source:InterPro:IPR000109),SLC15A2,MF,1,1 of 311,1.92,0.32,0.399,0.4171
GO:1990904,ribonucleoprotein complex,Q2TBQ5(Evidence code:IEA/Database source:InterPro:IPR004037),RPL7A,CC,1,1 of 360,1.92,0.28,0.445,0.4637
GO:0005102,signaling receptor binding,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,MF,1,1 of 385,1.92,0.26,0.467,0.4851
GO:0019899,enzyme binding,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,MF,1,1 of 405,1.92,0.25,0.484,0.5011
GO:0005615,extracellular space,P35541(Evidence code:IBA/Database source:PANTHER:PTN001159395),SAA1,CC,1,1 of 426,1.92,0.23,0.5012,0.5173
GO:0032991,protein-containing complex,Q3T0B6(Evidence code:TAS/Database source:),C1QBP,CC,1,1 of 1693,1.92,0.06,0.5221,0.5372
GO:0017076,purine nucleotide binding,F1MDS3(Evidence code:IEA/Database source:InterPro:IPR008210|I),PCK2,MF,1,1 of 576,1.92,0.17,0.6085,0.624
GO:0043231,intracellular membrane-bounded organelle,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens)Q5E9X4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0492), CAT LRRC59,CC,2,2 of 1927,3.85,0.1,0.7694,0.7842
GO:0003824,catalytic activity,Q29RZ0(Evidence code:IEA/Database source:InterPro:IPR016039)P31800(Evidence code:IEA/Database source:InterPro:IPR011249), ACAT1 UQCRC1,MF,2,2 of 1952,3.85,0.1,0.7695,0.7842
GO:0008152,metabolic process,Q29RZ0(Evidence code:IEA/Database source:InterPro:IPR002155|I)Q1JPA0(Evidence code:IEA/Database source:InterPro:IPR015590|I)Q5GJ77(Evidence code:IEA/Database source:InterPro:IPR002123), ACAT1 ALDH3B1 GPAM,BP,3,3 of 2613,5.77,0.11,0.7973,0.8099
GO:0031090,organelle membrane,Q5E9X4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),LRRC59,CC,1,1 of 830,1.92,0.12,1,1
GO:0003676,nucleic acid binding,Q3T147(Evidence code:IEA/Database source:InterPro:IPR011545),DDX39B,MF,1,1 of 989,1.92,0.1,1,1
GO:0007165,signal transduction,Q6QUN5(Evidence code:IEA/Database source:GO:0038023),TREM1,BP,1,1 of 809,1.92,0.12,1,1
GO:0000166,nucleotide binding,Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547),DDX39B,MF,1,1 of 677,1.92,0.15,1,1
GO:0010468,regulation of gene expression,Q3T147(Evidence code:IBA/Database source:PANTHER:PTN000620148),DDX39B,BP,1,1 of 870,1.92,0.11,1,1
